time,hum,tem,co2,illumination,pressure,pm2_5,pm10,wind_direction,wind_direction_angle,wind_speed,wind_speed_level,tsr,bat
2023-03-01T20:03:36.899,99.9,26.5,279,0,1010.7,156,205,SSW,202.7,0.8,1,0,
2023-03-01T19:53:19.817,99.9,26.5,275,0,1010.5,128,163,SSE,149.2,1.4,1,0,
2023-03-01T19:43:36.910,98.8,26.6,280,0,1010.3,118,153,E,85.9,0.9,1,0,
2023-03-01T19:33:19.819,98.2,26.7,283,0,1010.1,118,154,WNW,284.3,0.9,1,0,
2023-03-01T19:23:37.912,96.5,26.8,273,0,1009.9,125,165,NNE,32.6,0.7,1,0,
2023-03-01T19:13:19.818,93.8,26.9,282,0,1009.8,112,147,SE,132.3,0.9,1,0,
2023-03-01T19:03:19.825,90.8,27.1,296,0,1009.7,99,123,ENE,77.3,0.8,1,0,
2023-03-01T18:53:19.816,88.1,27.2,279,0,1009.5,88,112,ENE,78.2,1.2,1,0,
2023-03-01T18:43:19.816,85.4,27.4,290,0,1009.5,85,113,SW,224.9,0.6,1,0,
2023-03-01T18:33:19.836,83,27.6,285,20,1009.3,81,102,ENE,74.4,0.8,1,0,
2023-03-01T18:23:37.905,80.2,27.9,302,380,1009.1,76,100,NNE,21,0.8,1,0,
2023-03-01T18:13:19.816,78.6,28,295,1330,1009,74,98,ESE,119.7,1.1,1,4.1,
2023-03-01T18:03:28.816,77.1,28.5,274,3130,1009,69,87,SE,139.1,0.8,1,14.7,
2023-03-01T17:53:19.816,73.9,29.1,283,6180,1008.7,62,79,WNW,299.9,0.5,1,28.3,
2023-03-01T17:43:19.806,71.7,29.5,289,10490,1008.7,66,88,WSW,240.3,0.6,1,45.2,
2023-03-01T17:33:19.825,70.4,29.7,288,15930,1008.5,67,84,NNE,30.3,1.7,2,60,
2023-03-01T17:23:28.844,69.7,30,300,23040,1008.2,80,103,ESE,102.1,1.2,1,78.6,
2023-03-01T17:13:19.834,67.1,30.4,310,30880,1008.1,55,69,ENE,66.2,1.1,1,95.5,
2023-03-01T17:03:35.916,67.3,30.6,288,37470,1007.9,61,78,ESE,103.9,1.6,2,110.1,
2023-03-01T16:53:19.796,66.2,30.9,288,45600,1007.7,57,75,ENE,59,1.9,2,126.6,
2023-03-01T16:43:19.822,64.1,31.5,311,53260,1007.7,53,66,ESE,117.9,1.2,1,136.2,
2023-03-01T16:33:19.825,62.6,31.7,310,60720,1007.7,50,64,NE,45.1,1.1,1,143,
2023-03-01T16:23:19.814,60.8,32.3,280,62280,1007.6,51,64,SE,136.5,1.3,1,153.9,
2023-03-01T16:13:19.814,58.2,32.1,288,71920,1007.4,47,59,SE,145.4,1.3,1,157.1,
2023-03-01T16:03:27.806,60.5,32,297,75250,1007.3,52,68,NNE,30.1,1,1,171.6,
2023-03-01T15:53:19.815,58.6,32.7,294,78290,1007.2,50,64,NE,35.1,1.3,1,175.4,
2023-03-01T15:43:19.806,58.7,32.4,294,80030,1007.3,50,65,SSW,199.8,0.8,1,354.7,
2023-03-01T15:33:36.886,58.1,32.5,309,83670,1007.4,48,61,S,187.1,1.8,2,418.2,
2023-03-01T15:23:19.786,57.6,32.8,305,88140,1007.4,54,71,NW,313.6,0.9,1,447.3,
2023-03-01T15:13:28.805,55.9,33,295,94880,1007.6,44,58,NNE,26.1,1.1,1,489.2,
2023-03-01T15:03:19.807,58.6,32.8,325,88550,1007.5,54,68,NE,39.8,1.7,2,469.6,
2023-03-01T14:53:19.882,57,32.6,323,97460,1007.6,56,73,SE,124.6,1.6,2,522.9,
2023-03-01T14:43:37.896,57.8,32.8,292,99310,1007.7,64,81,E,82.7,1.1,1,542,
2023-03-01T14:33:19.774,58.6,32.7,304,100810,1007.7,64,85,N,7.3,1.5,1,558.6,
2023-03-01T14:23:28.783,58.5,32.4,302,96370,1007.9,64,81,NW,314.4,1.3,1,547.2,
2023-03-01T14:13:19.774,58.2,32.6,315,103540,1008.1,65,86,WNW,292,1.4,1,590.7,
2023-03-01T14:03:19.784,58,32.5,302,105680,1008.4,67,88,ENE,57.4,1.1,1,611,
2023-03-01T13:53:37.864,56.2,32.7,292,107660,1008.6,62,83,ENE,73.5,1.3,1,626.5,
2023-03-01T13:43:19.785,55.1,33.1,335,114300,1008.7,62,80,ENE,71.6,1.1,1,664,
2023-03-01T13:33:19.775,54.8,32.8,288,110770,1008.9,64,82,SE,140.5,1.4,1,657.8,
2023-03-01T13:23:19.777,55.1,33,324,111100,1009.1,56,73,E,88.5,1.3,1,667.5,
2023-03-01T13:13:19.776,54.1,34,354,108040,1009.5,56,72,WSW,256.4,1.2,1,655.7,
2023-03-01T13:03:19.775,54.9,33.5,315,111770,1009.5,57,74,SSE,167.7,1.3,1,685.9,
2023-03-01T12:53:27.758,50.2,33.3,314,111740,1009.6,45,59,WSW,240.2,1.6,2,688.1,
2023-03-01T12:43:19.785,52.9,33,314,114180,1009.8,55,73,SE,134.2,0.5,1,715.1,
2023-03-01T12:33:27.767,54.2,32.6,301,105130,1010,52,66,E,88.1,1.6,2,670,
2023-03-01T12:23:19.768,53,33.3,305,109520,1010.2,51,65,SE,135,1.8,2,696.4,
2023-03-01T12:13:19.773,56.7,32.2,328,109730,1010.1,55,73,W,268.8,1.9,2,703.9,
2023-03-01T12:03:19.758,54.4,33.6,367,109610,1010.5,51,67,SW,214.1,0.7,1,702.5,
2023-03-01T11:53:29.753,56.4,33.1,327,101890,1010.7,50,66,E,81.2,1,1,652.9,
2023-03-01T11:43:19.762,55.1,33.1,294,111950,1010.8,46,60,ENE,69.4,1.5,1,712.9,
2023-03-01T11:33:19.751,58.5,31.9,304,106680,1010.9,50,66,WNW,288.4,0.8,1,685.2,
2023-03-01T11:23:19.761,54.8,33.8,320,107830,1011.1,49,64,SW,229.3,1.9,2,683.8,
2023-03-01T11:13:19.761,61.2,32.5,309,104990,1011.4,52,65,SSE,167.2,1,1,661.9,
2023-03-01T11:03:19.751,62.4,32.7,314,107530,1011.6,55,70,NNE,33.6,1.4,1,671.1,
2023-03-01T10:53:19.751,67,31.5,308,99300,1011.6,58,76,SSE,166,0.8,1,633.5,
2023-03-01T10:43:19.750,71.8,31.1,342,108120,1011.8,76,99,SW,218.2,1.5,1,661,
2023-03-01T10:33:19.747,76.4,30.1,322,52280,1012,79,105,S,180,1.4,1,362.2,
2023-03-01T10:23:27.746,73.4,31.1,324,42020,1012.1,79,98,ENE,68.2,0.9,1,288.3,
2023-03-01T10:13:19.778,73.7,31.4,351,52660,1012.1,81,101,WSW,241.8,0.5,1,343.5,
2023-03-01T10:03:19.746,74.7,31.4,363,83400,1011.7,81,101,NE,50.9,0.7,1,437.3,
2023-03-01T09:53:19.758,77.2,31,350,66850,1011.8,91,120,ENE,70.6,0.7,1,349.7,
2023-03-01T09:43:28.742,79.5,30.9,357,84390,1011.8,90,115,NW,305.7,0.5,1,493.6,
2023-03-01T09:33:19.748,83.1,30.2,365,84690,1011.8,96,121,S,182.8,1.2,1,481.5,
2023-03-01T09:23:28.749,90.9,29,355,75020,1011.7,104,131,NNW,326.5,0.7,1,436,
2023-03-01T09:13:19.742,88.6,29.3,412,67440,1011.6,101,127,SSW,203.3,1.1,1,399.2,
2023-03-01T09:03:19.738,93,28.8,344,67250,1011.5,95,123,NW,325.4,0.7,1,384.2,
2023-03-01T08:53:19.745,96.8,29.1,436,66380,1011.3,114,152,E,87.3,0.5,1,373.2,
2023-03-01T08:43:19.745,98.2,29.6,445,59510,1011.5,153,191,ENE,67.7,0.5,1,345.9,
2023-03-01T08:33:19.744,99.9,28,423,56410,1011.3,162,203,WSW,242.5,0.4,1,329.3,
2023-03-01T08:23:19.746,99.9,26.8,448,50790,1011.2,173,216,SSE,151.8,0.7,1,303.2,
2023-03-01T08:13:36.826,99.9,26.7,447,47070,1011,189,243,ESE,120,1.6,2,278.3,
2023-03-01T08:03:19.743,99.9,26.7,443,41460,1011,205,258,NW,310.7,0.5,1,236.3,
2023-03-01T07:53:19.737,99.9,25.8,451,37270,1010.8,215,275,ESE,109.1,1.4,1,199.8,
2023-03-01T07:43:19.732,99.9,25.7,478,30350,1010.8,219,273,ENE,56.3,0.4,1,162.4,
2023-03-01T07:33:19.753,99.9,25.3,492,24600,1010.6,261,326,WSW,240.1,0.5,1,132.3,
2023-03-01T07:23:19.748,99.9,24.6,523,19260,1010.4,255,342,SE,132.3,0.6,1,106.7,
2023-03-01T07:13:27.749,99.9,23.8,522,10050,1010.4,267,355,SSE,147.5,0.7,1,60,
2023-03-01T07:03:19.743,99.9,23.9,530,8600,1010.3,256,324,ESE,110.8,0.4,1,49.6,
2023-03-01T06:53:19.746,99.9,23.5,555,5630,1010.2,268,334,SW,226.4,0.5,1,31.6,
2023-03-01T06:43:19.753,99.9,23.3,570,3170,1010.2,272,365,SSW,213.6,0.5,1,17.3,
2023-03-01T06:33:19.763,99.9,23.2,543,1460,1009.8,256,328,SE,144.7,0.4,1,6,
2023-03-01T06:23:19.753,99.9,23.2,553,430,1009.8,262,347,E,90.2,0.7,1,0,
2023-03-01T06:13:19.748,99.9,23.3,536,30,1009.6,295,380,S,169.2,1.3,1,0,
2023-03-01T06:03:28.753,99.9,23.3,550,0,1009.5,326,429,ESE,113.7,0.8,1,0,
2023-03-01T05:53:19.755,99.9,23.3,543,0,1009.5,394,517,ESE,121.6,1,1,0,
2023-03-01T05:43:19.765,99.9,23.3,548,0,1009.3,376,504,SE,143.2,0.9,1,0,
2023-03-01T05:33:28.755,99.9,23.4,542,0,1009.2,356,447,SE,127.7,0.8,1,0,
2023-03-01T05:23:19.766,99.9,23.5,562,0,1009.1,341,432,ESE,105.5,0.9,1,0,
2023-03-01T05:13:19.765,99.9,23.5,547,0,1009,349,448,ESE,114.9,0.7,1,0,
2023-03-01T05:03:28.747,99.9,23.5,533,0,1008.9,368,485,ENE,77.3,1,1,0,
2023-03-01T04:53:19.766,99.9,23.6,540,0,1009,381,512,E,89.8,0.6,1,0,
2023-03-01T04:43:19.755,99.9,23.7,532,0,1008.9,363,456,SE,126.7,0.7,1,0,
2023-03-01T04:33:19.765,99.9,23.8,505,0,1008.9,349,453,ENE,74.7,0.4,1,0,
2023-03-01T04:23:19.755,99.9,23.9,474,0,1008.9,337,426,NW,321.6,0.4,1,0,
2023-03-01T04:13:19.765,99.9,23.9,489,0,1009,323,426,N,351.5,0.4,1,0,
2023-03-01T04:03:19.764,99.9,23.9,504,0,1009,338,442,NNE,23.2,0.5,1,0,
2023-03-01T03:53:19.754,99.9,23.9,486,0,1008.8,354,445,SSE,148.3,0.6,1,0,
2023-03-01T03:43:19.777,99.9,24,488,0,1008.9,376,484,ESE,121.8,0.3,1,0,
2023-03-01T03:33:19.764,99.9,24.1,468,0,1009,378,483,SE,129.9,1.3,1,0,
2023-03-01T03:23:20.304,99.9,24.2,457,0,1009,382,511,SSE,159.9,0.4,1,0,
2023-03-01T03:13:19.766,99.9,24.3,457,0,1009.1,383,499,SE,137.2,0.9,1,0,
2023-03-01T03:03:19.779,99.9,24.3,440,0,1009.1,365,459,SSE,153.4,0.9,1,0,
2023-03-01T02:53:19.787,99.9,24.5,442,0,1009.2,404,523,SE,126.4,0.7,1,0,
2023-03-01T02:43:19.774,99.9,24.6,451,0,1009.2,385,485,E,99.6,1.2,1,0,
2023-03-01T02:33:19.766,99.9,24.6,424,0,1009.3,364,483,SSW,193.7,0.6,1,0,
2023-03-01T02:23:37.874,99.9,24.6,435,0,1009.3,330,421,ENE,64.5,0.8,1,0,
2023-03-01T02:13:19.793,99.9,24.7,433,0,1009.5,355,476,SSE,160.3,0.7,1,0,
2023-03-01T02:03:19.786,99.9,24.7,422,0,1009.6,346,435,NW,304.1,1,1,0,
2023-03-01T01:53:19.778,99.9,24.8,424,0,1009.6,325,433,E,91.7,0.2,0,0,
2023-03-01T01:43:19.786,99.9,24.8,422,0,1009.8,330,424,SSE,157.8,0.7,1,0,
2023-03-01T01:33:19.793,99.9,24.8,412,0,1009.8,348,454,SSE,155.3,0.6,1,0,
2023-03-01T01:23:19.778,99.9,24.9,406,0,1010,338,443,S,173.2,0.8,1,0,
2023-03-01T01:13:19.773,99.9,24.9,398,0,1010.1,292,382,SE,137.8,0.7,1,0,
2023-03-01T01:03:19.796,99.9,24.9,388,0,1010.2,288,368,SE,132.4,0.6,1,0,
2023-03-01T00:53:19.793,99.9,24.9,378,0,1010.4,242,302,NNE,33.3,0.5,1,0,
2023-03-01T00:43:19.773,99.9,25.1,387,0,1010.4,206,271,SE,123.8,0.6,1,0,
2023-03-01T00:33:19.787,99.9,25.2,375,0,1010.6,213,265,E,79.7,0.7,1,0,
2023-03-01T00:23:19.773,99.9,25.2,360,0,1010.6,197,256,WSW,249.3,1,1,0,
2023-03-01T00:13:19.777,99.9,25.2,378,0,1010.8,214,282,NNE,25.7,0.6,1,0,
2023-03-01T00:03:19.797,99.9,25.4,359,0,1010.9,198,257,SSW,194.9,0.3,1,0,
2023-02-28T23:53:19.797,99.9,25.5,350,0,1011.1,181,234,SE,133.8,0.8,1,0,
2023-02-28T23:43:19.797,99.9,25.5,356,0,1011.1,175,232,W,260.8,0.4,1,0,
2023-02-28T23:33:19.792,99.9,25.5,357,0,1011.2,176,221,SE,135.6,0.8,1,0,
2023-02-28T23:23:27.797,99.9,25.6,341,0,1011.2,176,230,ESE,113.6,0.7,1,0,
2023-02-28T23:13:19.802,99.9,25.7,337,0,1011.3,170,215,S,175.2,0.4,1,0,
2023-02-28T23:03:19.787,99.9,25.7,347,0,1011.3,172,229,SW,223.4,0.5,1,0,
2023-02-28T22:53:19.805,99.9,25.7,359,0,1011.2,152,191,ESE,119.6,1.1,1,0,
2023-02-28T22:43:19.807,99.9,25.9,338,0,1011.4,163,215,S,183.1,0.6,1,0,
2023-02-28T22:33:19.813,99.9,26,338,0,1011.4,150,196,W,263.7,0.5,1,0,
2023-02-28T22:23:19.816,99.9,26,326,0,1011.5,125,165,SSW,195.5,0.2,0,0,
2023-02-28T22:13:19.797,99.9,26.1,337,0,1011.4,120,152,S,171.5,0,0,0,
2023-02-28T22:03:19.801,99.9,26.2,324,0,1011.3,116,149,WSW,249.2,0.5,1,0,
2023-02-28T21:53:19.811,99.9,26.2,330,0,1011.4,113,143,SSE,159.4,0.7,1,0,
2023-02-28T21:43:19.801,99.9,26.2,311,0,1011.3,108,139,SE,130.9,0.4,1,0,
2023-02-28T21:33:37.902,99.9,26.3,294,0,1011.2,102,133,E,97.5,1,1,0,
2023-02-28T21:23:19.797,99.9,26.4,312,0,1011.2,99,124,SSW,203.4,0.6,1,0,
2023-02-28T21:13:19.816,99.9,26.4,303,0,1011.1,107,141,SSE,150.4,0.3,1,0,
2023-02-28T21:03:19.807,99.9,26.5,323,0,1011,123,154,SSE,151.6,0.4,1,0,
2023-02-28T20:53:19.816,99.9,26.4,298,0,1010.8,122,158,E,97.4,0.7,1,0,
2023-02-28T20:43:19.826,99.9,26.5,313,0,1010.7,112,146,NNE,23.7,0.4,1,0,
2023-02-28T20:33:28.832,99.9,26.7,312,0,1010.5,109,136,SSW,211,0.6,1,0,
2023-02-28T20:23:19.832,99.9,26.7,295,0,1010.2,107,143,E,83.4,0.6,1,0,
2023-02-28T20:13:19.827,99.9,26.8,307,0,1010.2,95,122,SSE,154.3,0.6,1,0,
2023-02-28T20:03:19.826,99.9,26.8,299,0,1010,89,110,SE,127.7,0.7,1,0,
2023-02-28T19:53:19.817,99.9,26.9,299,0,1009.8,99,129,W,260.5,1.2,1,0,
2023-02-28T19:43:19.816,99.9,26.9,293,0,1009.8,98,130,ENE,77.6,1.1,1,0,
2023-02-28T19:33:27.839,99.9,27.1,301,0,1009.6,101,128,SW,220.2,1,1,0,
2023-02-28T19:23:19.817,99.9,27.1,294,0,1009.5,99,128,S,187.3,1.1,1,0,
2023-02-28T19:13:28.922,97.4,27.3,293,0,1009.5,96,124,E,80.5,0.8,1,0,
2023-02-28T19:03:19.906,92.5,27.4,289,0,1009.3,84,112,SE,128.8,0.8,1,0,
2023-02-28T18:53:20.386,90.5,27.4,283,0,1009.3,78,99,SE,128,1.3,1,0,
2023-02-28T18:43:19.841,87.5,27.6,279,0,1009.1,73,95,E,101.2,1.3,1,0,
2023-02-28T18:33:27.826,86.5,27.7,298,10,1009.1,68,85,SE,124.3,0.8,1,0,
2023-02-28T18:23:19.836,83.8,27.9,280,320,1009,68,88,NE,38.5,1.4,1,0,
2023-02-28T18:13:19.816,81.3,28,280,1210,1008.8,68,84,S,169,1.1,1,4.1,
2023-02-28T18:03:19.846,79.4,28.3,285,2740,1008.8,60,80,NNW,330.8,1.2,1,12.8,
2023-02-28T17:53:19.826,78.6,28.5,279,4800,1008.4,62,80,SE,139.2,1,1,23.7,
2023-02-28T17:43:19.826,77.4,28.7,285,5860,1008.5,67,83,ENE,75.9,1,1,27.7,
2023-02-28T17:33:19.836,75.1,29.1,289,6790,1008.5,58,72,WSW,250.1,1.1,1,33.3,
2023-02-28T17:23:19.815,72.3,29.6,294,16280,1008.2,56,73,SSE,150,1.6,2,54.7,
2023-02-28T17:13:19.854,67.5,30.8,297,25120,1008,61,76,E,90.3,1.1,1,93,
2023-02-28T17:03:19.841,68.7,30.4,310,32210,1008,62,79,E,96.5,1.1,1,111.8,
2023-02-28T16:53:37.946,67.7,30,282,29730,1008.1,54,71,ESE,106.1,0.6,1,103.1,
2023-02-28T16:43:19.831,64.2,31,304,44040,1007.9,49,64,ESE,114.3,1,1,126.6,
2023-02-28T16:33:36.940,62.6,31.1,298,53670,1007.8,51,63,NW,313.5,1.6,2,150.3,
2023-02-28T16:23:19.831,63.2,31,289,55120,1007.5,52,68,WSW,252.5,1.4,1,162.9,
2023-02-28T16:13:19.836,60.9,31.7,286,62270,1007.6,50,62,W,272.2,2.4,2,175.4,
2023-02-28T16:03:19.820,59.9,32.1,293,68020,1007.6,49,61,NNE,15.5,1.3,1,187.7,
2023-02-28T15:53:19.836,59.4,32.5,308,70780,1007.6,54,67,SE,145.7,1.3,1,212.1,
2023-02-28T15:43:19.850,56.6,32.1,354,75520,1007.6,42,53,SE,138.4,1.6,2,364.2,
2023-02-28T15:33:19.854,59.4,32.5,291,80570,1007.7,70,92,NNW,341.8,1.4,1,409.9,
2023-02-28T15:23:28.851,59.3,32.3,290,81950,1007.7,55,69,WNW,284.6,0.8,1,425.8,
2023-02-28T15:13:19.842,56.7,32.3,327,86290,1007.6,47,60,ESE,106.9,1.2,1,453.1,
2023-02-28T15:03:19.832,54.5,32.9,318,88040,1008,43,55,ESE,104,1.6,2,468.4,
2023-02-28T14:53:19.839,58.8,32.6,310,92220,1007.9,56,73,NNE,32.3,1,1,497.5,
2023-02-28T14:43:19.824,58.1,32.9,328,95850,1008.1,53,66,SSW,205.6,0.8,1,524.8,
2023-02-28T14:33:19.831,61.3,32.2,287,94740,1008.3,56,73,S,182.4,1.1,1,527,
2023-02-28T14:23:27.834,58.8,32.3,308,99360,1008.4,52,66,ENE,72.5,1.4,1,560,
2023-02-28T14:13:19.820,57.6,32.8,308,102290,1008.6,53,69,ESE,117.6,1,1,582.2,
2023-02-28T14:03:19.831,62.6,31.7,315,100830,1008.7,53,68,ESE,104.4,1,1,584.8,
2023-02-28T13:53:19.811,60.2,31.8,319,106710,1008.9,53,67,WSW,245.6,1,1,625.9,
2023-02-28T13:43:19.824,62.8,31.7,297,108250,1009.1,57,72,NNW,339.9,0.8,1,640.5,
2023-02-28T13:33:19.821,62.2,32.6,307,101780,1009.3,56,71,ESE,106.2,1.1,1,610.8,
2023-02-28T13:23:19.822,60.2,32.4,289,108470,1009.3,53,67,E,83,1.9,2,652.9,
2023-02-28T13:13:19.823,59.4,32.3,293,107380,1009.6,51,68,NNE,19.8,1.4,1,656,
2023-02-28T13:03:19.806,62.2,31.8,334,111180,1009.7,54,69,NNE,26.8,1.8,2,675.8,
2023-02-28T12:53:19.805,61.9,32.2,263,114080,1009.8,55,71,WNW,292.2,2,2,697,
2023-02-28T12:43:19.899,60.3,32.4,369,115710,1010.1,59,74,SE,129.8,1.5,1,708,
2023-02-28T12:33:36.897,64.9,31.6,331,116390,1010.3,58,72,ENE,73.1,0.7,1,718.6,
2023-02-28T12:23:19.907,64,32.2,354,57890,1010.8,60,79,SSW,203.7,0.7,1,362.8,
2023-02-28T12:13:37.908,66.3,32.1,316,110010,1010.5,60,79,WSW,248.1,0.8,1,686.6,
2023-02-28T12:03:20.368,67.4,31.9,312,59690,1010.8,70,87,E,82,1.9,2,372,
2023-02-28T11:53:19.806,67.2,32.5,325,77600,1010.9,67,85,SW,223.3,2.3,2,579.9,
